CID,BDATE,GEN
NASAW00011822,12-11-71,Female
NASAW00011823,10-20-77,Female
NASAW00011824,10-03-77,Female
NASAW00011825,11-15-71,Female
NASAW00011826,08-15-71,Female
NASAW00011827,09-16-80,Female
NASAW00011828,06-04-80,Female
NASAW00011829,05-02-75,Female
NASAW00011830,07-15-74,Female
NASAW00011831,05-24-75,Male
NASAW00011832,04-01-76,Female
NASAW00011833,01-16-82,Male
NASAW00011834,04-20-82,M
NASAW00011835,12-17-70,Male
NASAW00011836,10-25-70,M
NASAW00011837,08-05-76,F
NASAW00011838,08-09-70,Male
NASAW00011839,07-21-76,Male
NASAW00011840,05-13-76,Male
NASAW00011841,09-13-69,Male
NASAW00011842,04-03-70,Male
NASAW00011843,11-08-75,Female
NASAW00011844,10-06-69,Female
NASAW00011845,02-15-30,Female
NASAW00011846,12-13-69,Female
NASAW00011847,05-31-70,Female
NASAW00011848,02-24-75,Male
NASAW00011849,03-13-70,Female
NASAW00011850,09-16-80,Female
NASAW00011851,03-07-69,Female
NASAW00011852,04-23-69,Male
NASAW00011853,11-15-79,Female
NASAW00011854,10-16-73,Male
NASAW00011855,08-09-74,Male
NASAW00011856,02-13-69,Male
NASAW00011857,03-08-74,Female
NASAW00011858,06-05-68,Male
NASAW00011859,03-08-68,Male
NASAW00011860,07-09-67,Female
NASAW00011861,10-22-67,Female
NASAW00011862,09-11-72,Female
NASAW00011863,04-10-67,Female
NASAW00011864,03-06-67,Female
NASAW00011865,08-06-66,Female
NASAW00011866,12-30-66,Male
NASAW00011867,04-21-71,Male
NASAW00011868,01-31-73,Female
NASAW00011869,05-01-84,Female
NASAW00011870,07-10-78,Female
NASAW00011871,08-12-78,Male
NASAW00011872,07-17-78,Female
NASAW00011873,10-09-72,Male
NASAW00011874,03-06-78,Male
NASAW00011875,01-31-66,Male
NASAW00011876,05-13-66,Female
NASAW00011877,04-06-66,Female
NASAW00011878,02-04-71,Female
NASAW00011879,09-30-71,Male
NASAW00011880,02-16-65,Female
NASAW00011881,01-20-65,Male
NASAW00011882,09-05-75,Male
NASAW00011883,02-10-65,Female
NASAW00011884,04-22-70,Female
NASAW00011885,09-21-70,Male
NASAW00011886,07-20-63,Female
NASAW00011887,10-03-63,Male
NASAW00011888,12-18-69,Male
NASAW00011889,11-25-63,Male
NASAW00011890,05-14-64,Female
NASAW00011891,09-13-69,Female
NASAW00011892,04-07-75,Male
NASAW00011893,08-09-74,Male
NASAW00011894,04-30-80,Female
NASAW00011895,01-18-75,Male
NASAW00011896,05-18-75,Male
NASAW00011897,05-28-74,Male
NASAW00011898,12-31-75,Female
NASAW00011899,03-15-76,Female
NASAW00011900,03-03-81,Male
NASAW00011901,08-18-73,Female
NASAW00011902,09-14-72,Male
NASAW00011903,10-21-85,Female
NASAW00011904,05-05-86,Female
NASAW00011905,12-14-74,Male
NASAW00011906,08-17-72,Female
NASAW00011907,03-07-73,Female
NASAW00011908,01-08-72,Male
NASAW00011909,08-10-71,Female
NASAW00011910,12-10-71,Female
NASAW00011911,05-15-72,Female
NASAW00011912,06-16-66,Female
NASAW00011913,12-09-70,Female
NASAW00011914,05-05-79,Female
NASAW00011915,09-13-99,Male
NASAW00011916,09-03-76,Male
NASAW00011917,04-21-71,Male
NASAW00011918,08-31-69,Female
NASAW00011919,08-17-69,Male
NASAW00011920,02-24-75,Female
NASAW00011921,06-22-70,Male
NASAW00011922,02-13-85,Male
NASAW00011923,04-21-85,Female
NASAW00011924,04-23-85,Male
NASAW00011925,05-05-84,Female
NASAW00011926,09-15-83,Male
NASAW00011927,01-21-84,Female
NASAW00011928,03-06-84,Female
NASAW00011929,08-08-62,Female
NASAW00011930,10-31-52,Female
NASAW00011931,05-12-84,Male
NASAW00011932,02-08-84,Female
NASAW00011933,09-01-82,Male
NASAW00011934,04-13-83,Male
NASAW00011935,05-19-83,Female
NASAW00011936,10-09-82,Male
NASAW00011937,12-03-82,Male
NASAW00011938,03-21-83,Male
NASAW00011939,12-20-82,Male
NASAW00011940,01-09-83,Male
NASAW00011941,05-26-82,Male
NASAW00011942,12-11-54,Male
NASAW00011943,08-27-54,Female
NASAW00011944,04-13-56,Female
NASAW00011945,03-11-86,Male
NASAW00011946,07-02-56,Female
NASAW00011947,04-20-57,Female
NASAW00011948,10-07-56,Female
NASAW00011949,05-05-86,Female
NASAW00011950,03-09-85,Female
NASAW00011951,02-03-58,Female
NASAW00011952,03-22-60,Male
NASAW00011953,03-03-81,Female
NASAW00011954,02-13-81,Male
NASAW00011955,10-02-80,Male
NASAW00011956,08-30-85,Female
NASAW00011957,02-09-79,Female
NASAW00011958,07-06-78,Male
NASAW00011959,10-05-78,Female
NASAW00011960,12-31-78,Female
NASAW00011961,12-22-78,Female
NASAW00011962,05-28-82,Female
NASAW00011963,12-10-60,Male
NASAW00011964,02-13-67,Male
NASAW00011965,04-18-62,Female
NASAW00011966,02-13-67,Male
NASAW00011967,08-10-62,Female
NASAW00011968,04-19-64,Female
NASAW00011969,01-22-64,Male
NASAW00011970,11-12-84,Female
NASAW00011971,03-03-79,Female
NASAW00011972,09-20-79,Female
NASAW00011973,08-03-79,Female
NASAW00011974,08-07-79,Male
NASAW00011975,04-02-80,Female
NASAW00011976,05-22-70,Female
NASAW00011977,11-19-64,Female
NASAW00011978,10-18-77,Male
NASAW00011979,11-05-62,Male
NASAW00011980,06-17-63,Female
NASAW00011981,08-03-62,Female
NASAW00011982,10-02-62,Female
NASAW00011983,02-24-68,Female
NASAW00011984,12-04-62,Male
NASAW00011985,05-18-63,Female
NASAW00011986,01-20-69,Male
NASAW00011987,05-26-73,Female
NASAW00011988,02-17-68,Female
NASAW00011989,03-20-84,Female
NASAW00011990,01-12-68,Female
NASAW00011991,02-07-68,Male
NASAW00011992,06-09-72,Female
NASAW00011993,09-12-77,Female
NASAW00011994,10-18-77,Female
NASAW00011995,12-12-65,Male
NASAW00011996,01-30-66,Female
NASAW00011997,04-04-71,Female
NASAW00011998,02-07-66,Female
NASAW00011999,12-03-65,Male
NASAW00012000,09-09-70,Female
NASAW00012001,12-30-81,Female
NASAW00012002,08-05-69,Female
NASAW00012003,09-04-79,Female
NASAW00012004,12-16-74,Male
NASAW00012005,07-13-73,Male
NASAW00012006,03-12-73,Male
NASAW00012007,01-23-67,Female
NASAW00012008,02-19-67,Female
NASAW00012009,01-31-63,Female
NASAW00012010,08-26-62,Male
NASAW00012011,08-16-40,Female
NASAW00012012,10-19-71,Female
NASAW00012013,09-04-58,Female
NASAW00012014,08-09-54,Male
NASAW00012015,01-06-82,Male
NASAW00012016,06-11-81,Female
NASAW00012017,04-26-82,Male
NASAW00012018,01-30-86,Male
NASAW00012019,05-13-86,Female
NASAW00012020,03-13-85,Female
NASAW00012021,08-13-51,Female
NASAW00012022,05-22-86,Male
NASAW00012023,01-05-84,Male
NASAW00012024,12-24-83,Male
NASAW00012025,12-16-83,Male
NASAW00012026,01-14-84,Male
NASAW00012027,04-24-84,Female
NASAW00012028,05-11-83,Female
NASAW00012029,04-15-83,Male
NASAW00012030,08-05-82,Female
NASAW00012031,04-17-85,Male
NASAW00012032,11-22-84,Male
NASAW00012033,10-29-84,Female
NASAW00012034,09-11-46,Male
NASAW00012035,12-20-46,Male
NASAW00012036,08-06-46,Female
NASAW00012037,03-13-49,Female
NASAW00012038,02-06-49,Male
NASAW00012039,08-12-48,Male
NASAW00012040,02-15-82,Male
NASAW00012041,06-03-86,Male
NASAW00012042,03-26-81,Male
NASAW00012043,03-20-80,Male
NASAW00012044,11-24-79,Female
NASAW00012045,12-23-79,Male
NASAW00012046,01-15-80,Female
NASAW00012047,09-22-79,Female
NASAW00012048,05-16-83,Female
NASAW00012049,10-09-73,Female
NASAW00012050,09-10-78,Male
NASAW00012051,03-19-84,Male
NASAW00012052,11-23-72,Female
NASAW00012053,11-11-72,Male
NASAW00012054,12-02-73,Male
NASAW00012055,05-20-74,Female
NASAW00012056,12-13-47,Male
NASAW00012057,09-11-48,Female
NASAW00012058,12-30-48,Female
NASAW00012059,11-29-48,Male
NASAW00012060,10-13-48,Male
NASAW00012061,11-05-48,Male
NASAW00012062,12-02-49,Male
NASAW00012063,03-08-50,Male
NASAW00012064,10-06-55,Male
NASAW00012065,12-31-49,Male
NASAW00012066,02-09-50,Male
NASAW00012067,05-14-50,Male
NASAW00012068,11-19-49,Female
NASAW00012069,05-01-50,Male
NASAW00012070,03-03-50,Male
NASAW00012071,09-30-49,Male
NASAW00012072,02-21-50,Male
NASAW00012073,02-20-50,Male
NASAW00012074,04-22-61,Female
NASAW00012075,12-24-49,Male
NASAW00012076,02-22-55,Female
NASAW00012077,03-17-56,Female
NASAW00012078,08-18-50,Male
NASAW00012079,10-09-56,Male
NASAW00012080,12-07-51,Female
NASAW00012081,06-01-57,Female
NASAW00012082,04-10-52,Female
NASAW00012083,08-28-51,Female
NASAW00012084,02-03-53,Male
NASAW00012085,06-23-53,Male
NASAW00012086,02-09-53,Female
NASAW00012087,07-10-58,Male
NASAW00012088,01-18-53,Female
NASAW00012089,10-20-58,Male
NASAW00012090,01-02-54,Female
NASAW00012091,11-09-59,Male
NASAW00012092,08-08-53,Male
NASAW00012093,05-08-54,Male
NASAW00012094,03-19-54,Female
NASAW00012095,08-24-53,Male
NASAW00012096,08-26-53,Female
NASAW00012097,05-13-55,Male
NASAW00012098,04-24-55,Female
NASAW00012099,05-18-55,Female
NASAW00012100,10-22-54,Male
NASAW00012101,10-22-54,Male
NASAW00012102,12-02-54,Male
NASAW00012103,10-08-60,Female
NASAW00012104,01-08-60,Female
NASAW00012105,11-13-54,Female
NASAW00012106,12-06-55,Male
NASAW00012107,08-11-61,Male
NASAW00012108,02-19-61,Male
NASAW00012109,09-17-55,Female
NASAW00012110,08-03-55,Female
NASAW00012111,02-01-56,Female
NASAW00012112,12-07-55,Female
NASAW00012113,02-16-68,Male
NASAW00012114,05-06-57,Male
NASAW00012115,08-07-56,Female
NASAW00012116,08-21-56,Female
NASAW00012117,01-30-57,Male
NASAW00012118,07-23-67,Female
NASAW00012119,11-28-56,Male
NASAW00012120,01-08-58,Male
NASAW00012121,03-25-58,Male
NASAW00012122,06-17-58,Female
NASAW00012123,12-12-65,Male
NASAW00012124,08-08-62,Female
NASAW00012125,07-12-62,Female
NASAW00012126,05-18-63,Female
NASAW00012127,06-13-62,Female
NASAW00012128,12-13-67,Female
NASAW00012129,03-21-62,Female
NASAW00012130,02-09-62,Female
NASAW00012131,04-15-61,Male
NASAW00012132,05-18-61,Female
NASAW00012133,06-24-61,Female
NASAW00012134,09-19-66,Male
NASAW00012135,10-09-62,Male
NASAW00012136,05-08-38,Male
NASAW00012137,05-04-38,Male
NASAW00012138,05-26-39,Male
NASAW00012139,03-11-44,Male
NASAW00012140,09-08-70,Male
NASAW00012141,09-16-76,Female
NASAW00012142,07-02-81,Female
NASAW00012143,05-13-71,Male
NASAW00012144,05-10-71,Female
NASAW00012145,09-30-76, 
NASAW00012146,01-11-71,Male
NASAW00012147,06-27-70,F
NASAW00012148,06-05-70,F
NASAW00012149,06-21-75,Female
NASAW00012150,08-09-75,Male
NASAW00012151,11-09-69,Male
NASAW00012152,03-23-75,Male
NASAW00012153,03-15-62,Female
NASAW00012154,07-21-67,Female
NASAW00012155,10-12-67,Female
NASAW00012156,07-12-39,Female
NASAW00012157,03-21-40,Male
NASAW00012158,10-18-79,Male
NASAW00012159,11-10-74,Female
NASAW00012160,05-23-69,Female
NASAW00012161,03-04-74,Female
NASAW00012162,12-16-74,Male
NASAW00012163,03-04-69,Male
NASAW00012164,04-09-74,Male
NASAW00012165,12-10-67,Male
NASAW00012166,03-06-84,Male
NASAW00012167,03-20-68,Male
NASAW00012168,08-09-66,Male
NASAW00012169,11-12-72,Female
NASAW00012170,01-04-72,Female
NASAW00012171,01-31-72,Female
NASAW00012172,03-01-72,Male
NASAW00012173,03-12-67,Male
NASAW00012174,11-04-66,Male
NASAW00012175,09-09-66,Male
NASAW00012176,11-12-66,Male
NASAW00012177,09-23-60,Male
NASAW00012178,11-08-59,Male
NASAW00012179,04-08-41,Female
NASAW00012180,03-17-42,Female
NASAW00012181,02-18-42,Female
NASAW00012182,06-06-66,Female
NASAW00012183,04-25-66,Female
NASAW00012184,06-07-66,Male
NASAW00012185,01-24-66,Female
NASAW00012186,05-09-71,Male
NASAW00012187,01-19-66,Male
NASAW00012188,11-20-99,Female
NASAW00012189,02-15-71,Female
NASAW00012190,06-16-66,Male
NASAW00012191,04-06-65,Female
NASAW00012192,05-25-60,Female
NASAW00012193,08-04-59,Male
NASAW00012194,01-14-59,Female
NASAW00012195,05-20-70,Female
NASAW00012196,03-07-59,Female
NASAW00012197,07-15-58,Male
NASAW00012198,08-14-58,Male
NASAW00012199,11-05-57,Female
NASAW00012200,01-20-43,Male
NASAW00012201,02-03-44,Female
NASAW00012202,11-22-43,Male
NASAW00012203,09-03-43,Male
NASAW00012204,08-02-43,Male
NASAW00012205,03-31-44,Female
NASAW00012206,10-09-44,Female
NASAW00012207,12-18-45,Male
NASAW00012208,08-18-45,Female
NASAW00012209,12-24-45,Female
NASAW00012210,03-24-84,Male
NASAW00012211,02-23-85,Male
NASAW00012212,11-16-74,Female
NASAW00012213,01-29-74,Male
NASAW00012214,03-19-68,Female
NASAW00012215,06-12-68,Female
NASAW00012216,09-30-67,Male
NASAW00012217,12-31-66,Male
NASAW00012218,05-26-67,Male
NASAW00012219,10-08-77,Male
NASAW00012220,07-16-66,Female
NASAW00012221,07-09-66,Female
NASAW00012222,09-17-66,Female
NASAW00012223,08-19-66,Female
NASAW00012224,03-17-41,Male
NASAW00012225,05-01-64,Female
NASAW00012226,04-06-68,Female
NASAW00012227,02-08-63,Female
NASAW00012228,02-23-63,Female
NASAW00012229,05-17-62,Female
NASAW00012230,08-11-61,Male
NASAW00012231,09-15-60,Female
NASAW00012232,10-11-60,Male
NASAW00012233,11-05-60,Male
NASAW00012234,08-25-59,Male
NASAW00012235,05-22-49,Female
NASAW00012236,12-04-46,Female
NASAW00012237,05-07-52,Female
NASAW00012238,07-24-52,Female
NASAW00012239,11-29-47,Male
NASAW00012240,06-03-86,Male
NASAW00012241,05-05-85,Female
NASAW00012242,08-03-84,Male
NASAW00012243,11-15-85,Female
NASAW00012244,05-22-86,Female
NASAW00012245,05-25-84,Male
NASAW00012246,04-10-85,Male
NASAW00012247,04-16-85,Female
NASAW00012248,09-11-99,Male
NASAW00012249,03-15-84,Male
NASAW00012250,10-06-82,Female
NASAW00012251,10-07-82,Male
NASAW00012252,03-31-83,Male
NASAW00012253,08-14-82,Female
NASAW00012254,08-25-48,Male
NASAW00012255,01-30-78,Female
NASAW00012256,10-19-72,Female
NASAW00012257,10-04-66,Male
NASAW00012258,03-27-67,Female
NASAW00012259,04-12-72,Female
NASAW00012260,05-01-72,Female
NASAW00012261,04-25-66,Female
NASAW00012262,11-19-65,Female
NASAW00012263,09-12-65,Male
NASAW00012264,08-16-76,Male
NASAW00012265,12-30-64,Male
NASAW00012266,03-13-70,Female
NASAW00012267,11-07-63,Male
NASAW00012268,10-30-63,Male
NASAW00012269,06-10-71,Male
NASAW00012270,03-09-66,Female
NASAW00012271,03-15-65,Male
NASAW00012272,06-08-65,Male
NASAW00012273,04-12-64,Male
NASAW00012274,03-25-76,Male
NASAW00012275,06-07-81,Female
NASAW00012276,01-10-76,Female
NASAW00012277,10-20-74,Female
NASAW00012278,07-06-74,Female
NASAW00012279,12-19-75,Male
NASAW00012280,06-04-81,Female
NASAW00012281,04-19-81,Female
NASAW00012282,01-03-81,Male
NASAW00012283,08-06-80,Male
NASAW00012284,09-28-80,Female
NASAW00012285,05-28-75,Female
NASAW00012286,03-06-75,Male
NASAW00012287,06-30-57,Male
NASAW00012288,09-17-84,Female
NASAW00012289,09-16-84,Male
NASAW00012290,10-23-73,Female
NASAW00012291,10-17-49,Male
NASAW00012292,03-21-55,Male
NASAW00012293,11-14-49,Female
NASAW00012294,05-31-50,Male
NASAW00012295,03-17-56,Male
NASAW00012296,08-11-61,Male
NASAW00012297,07-08-50,Female
NASAW00012298,11-18-50,Female
NASAW00012299,12-08-50,Male
NASAW00012300,01-15-52,Female
NASAW00012301,06-03-52,Female
NASAW00012302,08-30-51,Male
NASAW00012303,10-14-51,Female
NASAW00012304,06-01-57,Male
NASAW00012305,01-03-60,Male
NASAW00012306,12-04-58,Male
NASAW00012307,05-12-60,Male
NASAW00012308,10-19-70,Female
NASAW00012309,04-03-60,Male
NASAW00012310,01-08-60,Female
NASAW00012311,06-15-65,Male
NASAW00012312,05-06-70,Male
NASAW00012313,12-03-58,Male
NASAW00012314,03-20-59,Female
NASAW00012315,03-19-59,Female
NASAW00012316,11-21-64,Male
NASAW00012317,03-24-59,Male
NASAW00012318,10-31-58,Female
NASAW00012319,01-08-58,Female
NASAW00012320,06-14-63,Female
NASAW00012321,08-14-56,Female
NASAW00012322,01-29-57,Female
NASAW00012323,01-11-62,Male
NASAW00012324,08-26-56,Male
NASAW00012325,09-14-56,Female
NASAW00012326,08-02-56,Male
NASAW00012327,01-14-61,Male
NASAW00012328,09-15-55,Male
NASAW00012329,04-21-56,Female
NASAW00012330,12-19-54,Male
NASAW00012331,01-14-54,Female
NASAW00012332,02-07-54,Male
NASAW00012333,05-18-54,Male
NASAW00012334,08-17-59,Male
NASAW00012335,02-19-59,Male
NASAW00012336,01-05-53,Male
NASAW00012337,04-07-81,Male
NASAW00012338,01-05-82,Female
NASAW00012339,01-05-82,Male
NASAW00012340,05-05-82,Female
NASAW00012341,03-09-82,Female
NASAW00012342,09-05-80,Female
NASAW00012343,12-02-79,Female
NASAW00012344,11-29-80,Female
NASAW00012345,12-24-80,Female
NASAW00012346,11-18-80,Male
NASAW00012347,08-20-80,Female
NASAW00012348,08-24-79,Male
NASAW00012349,01-23-80,Female
NASAW00012350,02-22-84,Male
NASAW00012351,09-28-84,Female
NASAW00012352,09-02-78,Male
NASAW00012353,10-16-84,Male
NASAW00012354,08-03-84,Male
NASAW00012355,03-19-84,Female
NASAW00012356,02-18-77,Female
NASAW00012357,04-03-82,Female
NASAW00012358,08-26-75,Female
NASAW00012359,08-19-75,Female
NASAW00012360,01-22-77,Male
NASAW00012361,03-28-82,Female
NASAW00012362,07-02-52,Male
NASAW00012363,06-24-47,Female
NASAW00012364,04-27-47,Female
NASAW00012365,02-08-53,Male
NASAW00012366,01-07-48,Female
NASAW00012367,02-19-79,Female
NASAW00012368,12-20-78,Male
NASAW00012369,04-04-69,Male
NASAW00012370,12-24-68,Male
NASAW00012371,08-13-68,Female
NASAW00012372,03-17-69,Male
NASAW00012373,08-02-85,Male
NASAW00012374,09-25-85,Female
NASAW00012375,08-23-85,Male
NASAW00012376,09-29-85,Female
NASAW00012377,09-11-85,Male
NASAW00012378,02-16-85,Female
NASAW00012379,02-16-84,Female
NASAW00012380,09-04-79,Male
NASAW00012381,02-13-85,Male
NASAW00012382,11-08-83,Female
NASAW00012383,10-18-78,Male
NASAW00012384,03-31-79,Female
NASAW00012385,09-24-78,Female
NASAW00012386,10-06-77,Female
NASAW00012387,12-24-83,Female
NASAW00012388,01-16-78,Female
NASAW00012389,01-03-78,Male
NASAW00012390,09-14-83,Female
NASAW00012391,02-20-83,Female
NASAW00012392,01-22-77,Female
NASAW00012393,01-12-77,Female
NASAW00012394,03-09-82,Female
NASAW00012395,04-21-82,Male
NASAW00012396,10-11-76,Female
NASAW00012397,09-11-75,Male
NASAW00012398,01-08-77,Female
NASAW00012399,03-11-77,Male
NASAW00012400,05-11-77,Male
NASAW00012401,05-05-82,Female
NASAW00012402,09-11-76,Male
NASAW00012403,12-15-76,Male
NASAW00012404,08-06-82,Female
NASAW00012405,03-18-76,Male
NASAW00012406,07-22-75,Male
NASAW00012407,08-23-81,Male
NASAW00012408,08-05-75,Male
NASAW00012409,09-19-80,Female
NASAW00012410,06-04-81,Female
NASAW00012411,03-31-81,Male
NASAW00012412,04-18-36,Female
NASAW00012413,03-03-77,Male
NASAW00012414,12-19-71,Male
NASAW00012415,05-01-72,Female
NASAW00012416,02-07-83,Female
NASAW00012417,11-21-77,Female
NASAW00012418,04-23-59,Male
NASAW00012419,12-03-58,Female
NASAW00012420,02-17-59,Male
NASAW00012421,03-08-64,Male
NASAW00012422,04-22-59,Female
NASAW00012423,10-19-70,Female
NASAW00012424,09-20-65,Female
NASAW00012425,09-02-59,Male
NASAW00012426,03-22-60,Male
NASAW00012427,08-08-59,Female
NASAW00012428,08-06-60,Male
NASAW00012429,05-26-61,Male
NASAW00012430,09-28-60,Female
NASAW00012431,09-17-60,Male
NASAW00012432,01-21-61,Male
NASAW00012433,07-16-66,Male
NASAW00012434,09-05-60,Male
NASAW00012435,04-08-61,Female
NASAW00012436,12-15-60,Male
NASAW00012437,12-09-71,Male
NASAW00012438,10-15-66,Female
NASAW00012439,11-23-61,Female
NASAW00012440,04-11-62,Male
NASAW00012441,05-21-63,Male
NASAW00012442,02-01-63,Female
NASAW00012443,11-19-62,Male
NASAW00012444,10-20-62,Female
NASAW00012445,09-24-62,Male
NASAW00012446,01-31-63,Female
NASAW00012447,04-23-63,Male
NASAW00012448,11-13-74,Female
NASAW00012449,09-06-63,Male
NASAW00012450,03-22-64,Male
NASAW00012451,02-07-64,Female
NASAW00012452,05-23-64,Male
NASAW00012453,11-07-63,Female
NASAW00012454,08-29-64,Male
NASAW00012455,10-07-64,Male
NASAW00012456,02-12-65,Male
NASAW00012457,03-01-65,Female
NASAW00012458,11-24-73,Female
NASAW00012459,03-13-74,Female
NASAW00012460,05-23-74,Female
NASAW00012461,02-24-79,Female
NASAW00012462,12-09-73,Male
NASAW00012463,05-23-74,Male
NASAW00012464,04-13-73,Male
NASAW00012465,02-19-78,Female
NASAW00012466,10-23-72,Male
NASAW00012467,10-01-83,Female
NASAW00012468,10-21-78,Male
NASAW00012469,02-18-72,Male
NASAW00012470,08-06-71,Female
NASAW00012471,11-10-72,Female
NASAW00012472,09-05-77,Male
NASAW00012473,05-14-72,Male
NASAW00012474,12-18-77,Female
NASAW00012475,09-22-70,Male
NASAW00012476,08-02-81,Male
NASAW00012477,06-22-71,Female
NASAW00012478,08-17-70,Male
NASAW00012479,11-09-70,Female
NASAW00012480,10-10-80,Female
NASAW00012481,03-07-70,Male
NASAW00012482,09-03-69,Male
NASAW00012483,10-02-69,Female
NASAW00012484,03-31-75,Female
NASAW00012485,03-22-75,Female
NASAW00012486,08-05-80,Female
NASAW00012487,04-03-75,Male
NASAW00012488,11-08-68,Male
NASAW00012489,10-21-77,Male
NASAW00012490,01-25-72,Female
NASAW00012491,08-06-71,Male
NASAW00012492,03-03-72,Female
NASAW00012493,12-21-70,Male
NASAW00012494,08-15-75,Female
NASAW00012495,09-12-69,Male
NASAW00012496,07-18-80,Female
NASAW00012497,03-21-69,Female
NASAW00012498,10-14-79,Male
NASAW00012499,02-01-84,Female
NASAW00012500,08-12-84,Female
NASAW00012501,03-12-85,Male
NASAW00012502,05-17-85,Male
NASAW00012503,02-16-85,Female
NASAW00012504,08-19-68,Male
NASAW00012505,08-02-68,Male
NASAW00012506,12-29-68,Male
NASAW00012507,09-22-73,Male
NASAW00012508,01-29-68,Female
NASAW00012509,08-19-67,Male
NASAW00012510,05-19-68,Male
NASAW00012511,09-14-83,Male
NASAW00012512,11-19-83,Female
NASAW00012513,09-17-83,Male
NASAW00012514,06-08-83,Female
NASAW00012515,12-01-82,Female
NASAW00012516,11-24-82,Female
NASAW00012517,02-22-83,Female
NASAW00012518,03-27-83,Female
NASAW00012519,06-16-83,Male
NASAW00012520,05-25-82,Male
NASAW00012521,07-11-80,Female
NASAW00012522,03-07-82,Female
NASAW00012523,06-02-82,Male
NASAW00012524,07-23-80,Female
NASAW00012525,10-25-80,Female
NASAW00012526,05-15-86,Female
NASAW00012527,05-23-65,Male
NASAW00012528,08-29-64,Male
NASAW00012529,04-09-65,Male
NASAW00012530,11-23-77,Female
NASAW00012531,12-31-77,Female
NASAW00012532,09-06-78,Male
NASAW00012533,05-07-46,Male
NASAW00012534,12-13-67,Female
NASAW00012535,02-14-73,Male
NASAW00012536,12-15-66,Male
NASAW00012537,03-14-72,Male
NASAW00012538,02-18-67,Female
NASAW00012539,11-22-40,Male
NASAW00012540,03-06-42,Male
NASAW00012541,04-02-68,Male
NASAW00012542,12-25-67,Male
NASAW00012543,07-20-63,Male
NASAW00012544,09-24-63,Male
NASAW00012545,02-29-68,Male
NASAW00012546,05-16-62,Male
NASAW00012547,10-21-78,Male
NASAW00012548,08-06-60,Female
NASAW00012549,08-06-60,Female
NASAW00012550,04-01-60,Male
NASAW00012551,11-29-48,Male
